8,17,2022-07-05T15:25:27.499891,2,6.800000000000001
6,17,2022-07-05T15:25:27.499891,2,3.9000000000000004
10,15,2022-07-05T15:25:27.499891,3,3.3000000000000003
9,14,2022-07-05T15:25:27.499891,1,3.2
10,12,2022-07-05T15:25:27.499891,10,6.5
8,18,2022-07-05T15:25:27.499891,10,2.5
3,20,2022-07-05T15:25:27.499891,2,8.2
5,10,2022-07-05T15:25:27.499891,1,1.7999999999999998
10,20,2022-07-05T15:25:27.499891,2,9.0
10,12,2022-07-05T15:25:27.499891,6,7.3
6,18,2022-07-05T15:30:38.364692,10,8.8
10,15,2022-07-05T15:30:38.364692,8,6.0
8,11,2022-07-05T15:30:38.364692,6,6.8999999999999995
5,17,2022-07-05T15:30:38.364692,6,7.7
9,14,2022-07-05T15:30:38.364692,3,1.4000000000000001
5,11,2022-07-05T15:30:38.364692,5,8.2
9,11,2022-07-05T15:30:38.364692,10,6.2
3,12,2022-07-05T15:30:38.364692,10,3.5999999999999996
10,16,2022-07-05T15:30:38.364692,8,2.6
4,17,2022-07-05T15:30:38.364692,3,2.3000000000000003
5,20,2022-07-05T15:32:23.688215,10,8.2
10,13,2022-07-05T15:32:23.688215,10,4.1
6,17,2022-07-05T15:32:23.688215,4,1.7999999999999998
2,14,2022-07-05T15:32:23.688215,7,3.3000000000000003
6,14,2022-07-05T15:32:23.688215,7,5.8999999999999995
1,17,2022-07-05T15:32:23.688215,4,4.2
3,10,2022-07-05T15:32:23.688215,10,7.9
10,13,2022-07-05T15:32:23.688215,5,2.5
6,18,2022-07-05T15:32:23.688215,7,5.8999999999999995
8,18,2022-07-05T15:32:23.688215,5,0.5
1,11,2022-07-05T15:39:19.822920,10,2.3000000000000003
3,16,2022-07-05T15:39:19.822920,7,6.3
7,17,2022-07-05T15:39:19.822920,5,0.5
6,18,2022-07-05T15:39:19.822920,9,6.5
5,19,2022-07-05T15:39:19.822920,10,3.3000000000000003
4,15,2022-07-05T15:39:19.822920,10,3.2
4,10,2022-07-05T15:39:19.822920,8,3.5999999999999996
10,20,2022-07-05T15:39:19.822920,10,9.6
4,10,2022-07-05T15:39:19.822920,3,3.3000000000000003
3,20,2022-07-05T15:39:19.822920,4,0.2
5,18,2022-07-05T15:58:33.025418,3,4.3
10,20,2022-07-05T15:58:33.025418,3,1.7999999999999998
10,12,2022-07-05T15:58:33.025418,9,0.6
4,11,2022-07-05T15:58:33.025418,10,2.3000000000000003
9,11,2022-07-05T15:58:33.025418,6,3.2
1,10,2022-07-05T15:58:33.025418,3,2.9
10,11,2022-07-05T15:58:33.025418,1,10.0
7,19,2022-07-05T15:58:33.025418,3,8.100000000000001
6,15,2022-07-05T15:58:33.025418,9,3.4000000000000004
2,18,2022-07-05T15:58:33.025418,10,4.1
4,14,2022-07-05T16:38:19.147916,7,4.6000000000000005
4,15,2022-07-05T16:38:19.148177,9,4.6000000000000005
3,18,2022-07-05T16:38:19.148177,3,6.5
6,15,2022-07-05T16:38:19.148177,2,0.3
10,17,2022-07-05T16:38:19.148177,1,9.399999999999999
1,13,2022-07-05T16:38:19.148177,10,4.6000000000000005
3,20,2022-07-05T16:38:19.148177,7,8.7
10,10,2022-07-05T16:38:19.148177,9,7.7
10,16,2022-07-05T16:38:19.148177,9,2.5
10,19,2022-07-05T16:38:19.148177,10,6.0
6,13,2022-07-05T17:59:39.434399,5,7.7
3,13,2022-07-05T17:59:39.434399,10,2.9
3,10,2022-07-05T17:59:39.434399,5,3.4000000000000004
9,18,2022-07-05T17:59:39.434399,10,6.2
7,15,2022-07-05T17:59:39.434399,7,3.5999999999999996
3,16,2022-07-05T17:59:39.434399,8,2.1
7,14,2022-07-05T17:59:39.434399,1,5.8999999999999995
4,19,2022-07-05T17:59:39.434399,10,1.5
5,16,2022-07-05T17:59:39.434399,7,7.7
10,19,2022-07-05T17:59:39.434399,10,3.4000000000000004
10,16,2022-07-05T18:26:22.897193,5,3.1
5,10,2022-07-05T18:26:22.897450,10,5.8999999999999995
7,13,2022-07-05T18:26:22.897450,2,6.7
7,14,2022-07-05T18:26:22.897450,10,0.6
1,20,2022-07-05T18:26:22.897450,5,3.5
10,16,2022-07-05T18:26:22.897450,1,5.1
8,20,2022-07-05T18:26:22.897450,5,6.0
5,12,2022-07-05T18:26:22.897450,1,3.5999999999999996
8,19,2022-07-05T18:26:22.897450,10,3.9000000000000004
5,13,2022-07-05T18:26:22.897450,6,6.6000000000000005
2,16,2022-07-05T14:43:00.888204,7,3.0
6,17,2022-07-05T14:43:00.888204,3,3.4000000000000004
3,13,2022-07-05T14:43:00.888204,4,7.9
10,17,2022-07-05T14:43:00.888204,1,1.7000000000000002
10,12,2022-07-05T14:43:00.888204,8,2.1
