3,16,2022-07-05T12:26:52.637839,3,1.7999999999999998
10,10,2022-07-05T12:26:52.637839,2,4.6000000000000005
5,15,2022-07-05T12:26:52.638255,5,8.100000000000001
2,12,2022-07-05T12:26:52.638255,8,4.0
8,10,2022-07-05T12:26:52.638255,3,5.4
10,19,2022-07-05T12:26:52.638255,10,0.0
7,13,2022-07-05T12:26:52.638255,3,0.8
8,19,2022-07-05T12:26:52.638255,4,1.7000000000000002
3,19,2022-07-05T12:26:52.638255,8,1.0
6,18,2022-07-05T12:26:52.638255,9,7.3
6,19,2022-07-05T12:27:17.700575,10,4.6000000000000005
5,14,2022-07-05T12:27:17.700883,2,6.2
6,17,2022-07-05T12:27:17.700883,2,2.8000000000000003
9,17,2022-07-05T12:27:17.700883,4,4.9
8,19,2022-07-05T12:27:17.700883,9,5.8999999999999995
5,16,2022-07-05T12:27:17.700883,3,2.3000000000000003
4,12,2022-07-05T12:27:17.700883,5,9.7
6,20,2022-07-05T12:27:17.700883,3,7.9
8,14,2022-07-05T12:27:17.700883,8,1.1
10,14,2022-07-05T12:27:17.700883,9,8.6
6,17,2022-07-05T13:33:00.681359,2,0.3
1,17,2022-07-05T13:33:00.681359,1,3.5999999999999996
7,11,2022-07-05T13:33:00.681359,10,1.9
7,11,2022-07-05T13:33:00.681359,10,6.2
9,13,2022-07-05T13:33:00.681359,7,7.199999999999999
6,20,2022-07-05T13:33:00.681359,1,1.9
2,10,2022-07-05T13:33:00.681359,10,4.6000000000000005
3,17,2022-07-05T13:33:00.681359,5,4.9
10,11,2022-07-05T13:33:00.681359,1,5.300000000000001
3,13,2022-07-05T13:33:00.681359,1,0.0
7,12,2022-07-05T13:33:10.703933,8,1.9
10,16,2022-07-05T13:33:10.704080,3,0.8
3,12,2022-07-05T13:33:10.704080,10,0.1
10,10,2022-07-05T13:33:10.704080,8,8.9
1,14,2022-07-05T13:33:10.704080,4,6.8999999999999995
10,17,2022-07-05T13:33:10.704080,4,5.6000000000000005
1,18,2022-07-05T13:33:10.704080,2,5.699999999999999
7,16,2022-07-05T13:33:10.704080,2,8.7
4,19,2022-07-05T13:33:10.704080,3,7.3
6,14,2022-07-05T13:33:10.704080,4,8.100000000000001
9,13,2022-07-05T13:35:00.946297,5,6.8999999999999995
7,17,2022-07-05T13:35:00.946297,2,8.6
2,18,2022-07-05T13:35:00.946297,6,1.6
5,13,2022-07-05T13:35:00.946297,6,7.6
2,10,2022-07-05T13:35:00.946297,1,7.4
7,12,2022-07-05T13:35:00.946297,4,1.7999999999999998
10,17,2022-07-05T13:35:00.946297,5,6.4
3,10,2022-07-05T13:35:00.946297,3,6.0
7,18,2022-07-05T13:35:00.946297,9,1.4000000000000001
5,10,2022-07-05T13:35:00.946297,10,0.8999999999999999
1,19,2022-07-05T13:35:05.955090,4,9.8
8,19,2022-07-05T13:35:05.955090,6,2.8000000000000003
6,14,2022-07-05T13:35:05.955090,5,9.200000000000001
10,13,2022-07-05T13:35:05.955090,3,6.0
7,15,2022-07-05T13:35:05.955090,2,3.0
9,15,2022-07-05T13:35:05.955090,6,8.4
4,17,2022-07-05T13:35:05.955090,10,4.0
8,10,2022-07-05T13:35:05.955090,10,1.7000000000000002
10,14,2022-07-05T13:35:05.955090,3,9.200000000000001
9,17,2022-07-05T13:35:05.955090,3,8.2
10,12,2022-07-05T13:37:06.261169,6,0.4
9,19,2022-07-05T13:37:06.261381,4,3.1
7,19,2022-07-05T13:37:06.261381,7,3.9000000000000004
8,18,2022-07-05T13:37:06.261381,9,6.0
4,10,2022-07-05T13:37:06.261381,4,5.0
7,18,2022-07-05T13:37:06.261381,9,5.8999999999999995
10,18,2022-07-05T13:37:06.261381,2,1.7999999999999998
8,18,2022-07-05T13:37:06.261381,10,9.200000000000001
7,18,2022-07-05T13:37:06.261381,5,7.0
2,11,2022-07-05T13:37:06.261381,4,9.8
6,13,2022-07-05T13:41:57.016402,8,5.4
7,16,2022-07-05T13:41:57.016402,9,8.5
5,18,2022-07-05T13:41:57.016402,10,4.699999999999999
9,19,2022-07-05T13:41:57.016402,1,0.5
9,11,2022-07-05T13:41:57.016402,3,6.5
3,13,2022-07-05T13:41:57.016402,9,9.399999999999999
10,20,2022-07-05T13:41:57.016402,10,6.0
10,17,2022-07-05T13:41:57.016402,9,2.2
1,12,2022-07-05T13:41:57.016402,5,6.6000000000000005
3,15,2022-07-05T13:41:57.016402,9,2.3000000000000003
3,15,2022-07-05T13:42:07.039342,5,9.399999999999999
7,20,2022-07-05T13:42:07.040000,2,9.399999999999999
7,15,2022-07-05T13:42:07.040000,9,3.7
7,18,2022-07-05T13:42:07.040000,1,5.8999999999999995
10,16,2022-07-05T13:42:07.040000,4,5.5
10,17,2022-07-05T13:42:07.040000,10,4.4
4,17,2022-07-05T13:42:07.040556,4,1.1
10,17,2022-07-05T13:42:07.040556,8,8.6
6,12,2022-07-05T13:42:07.040556,6,0.7000000000000001
3,12,2022-07-05T13:42:07.040556,8,5.4
9,10,2022-07-05T13:45:32.482645,8,6.1
7,20,2022-07-05T13:45:32.482645,9,6.1
2,19,2022-07-05T13:45:32.482645,1,5.0
8,20,2022-07-05T13:45:32.482645,9,2.3000000000000003
3,20,2022-07-05T13:45:32.482645,5,7.5
2,10,2022-07-05T13:45:32.482645,10,8.6
2,15,2022-07-05T13:45:32.482645,1,4.8
1,20,2022-07-05T13:45:32.482645,10,3.5999999999999996
2,13,2022-07-05T13:45:32.482645,3,6.8999999999999995
3,17,2022-07-05T13:45:32.482645,3,5.8999999999999995
