4,10,2022-07-05T18:35:44.069840,10,5.1
7,12,2022-07-05T18:35:44.069840,1,9.200000000000001
8,12,2022-07-05T18:35:44.069840,5,3.9000000000000004
4,17,2022-07-05T18:35:44.069840,9,6.6000000000000005
9,18,2022-07-05T18:35:44.069840,7,2.5
4,10,2022-07-05T18:35:44.069840,3,6.800000000000001
10,10,2022-07-05T18:35:44.069840,10,3.4000000000000004
8,12,2022-07-05T18:35:44.069840,3,0.8
3,16,2022-07-05T18:35:44.069840,8,4.2
1,13,2022-07-05T18:35:44.069840,8,9.6
7,14,2022-07-05T18:41:04.945416,3,6.800000000000001
6,14,2022-07-05T18:41:04.945416,10,1.4000000000000001
2,20,2022-07-05T18:41:04.945769,7,7.9
4,19,2022-07-05T18:41:04.945769,4,0.5
10,10,2022-07-05T18:41:04.945769,8,4.6000000000000005
4,13,2022-07-05T18:41:04.945769,10,1.5
2,16,2022-07-05T18:41:04.945769,3,5.6000000000000005
7,17,2022-07-05T18:41:04.945769,5,2.1
7,11,2022-07-05T18:41:04.945769,1,6.800000000000001
1,14,2022-07-05T18:41:04.945769,8,9.0
1,12,2022-07-05T18:48:00.864579,10,6.1
2,19,2022-07-05T18:48:00.864579,4,3.5
2,20,2022-07-05T18:48:00.864579,3,8.299999999999999
5,20,2022-07-05T18:48:00.864579,8,4.1
6,20,2022-07-05T18:48:00.864579,3,0.7000000000000001
8,19,2022-07-05T18:48:00.864579,10,7.199999999999999
8,20,2022-07-05T18:48:00.864579,9,3.9000000000000004
10,14,2022-07-05T18:48:00.864579,9,8.299999999999999
1,13,2022-07-05T18:48:00.864579,10,3.0
6,17,2022-07-05T18:48:00.864579,1,2.1
5,19,2022-07-05T18:57:52.355456,2,3.4000000000000004
2,15,2022-07-05T18:57:52.355456,10,3.1
2,13,2022-07-05T18:57:52.355456,3,1.9
4,13,2022-07-05T18:57:52.355456,6,5.6000000000000005
10,20,2022-07-05T18:57:52.355456,9,2.5
6,18,2022-07-05T18:57:52.355456,5,3.4000000000000004
4,15,2022-07-05T18:57:52.355456,7,8.100000000000001
7,12,2022-07-05T18:57:52.355456,4,1.6
2,18,2022-07-05T18:57:52.355456,5,3.4000000000000004
5,17,2022-07-05T18:57:52.355456,8,2.0
4,20,2022-07-05T14:47:16.515968,1,2.0
1,18,2022-07-05T14:47:16.515968,7,0.7000000000000001
5,19,2022-07-05T14:47:16.515968,5,3.5
5,10,2022-07-05T14:47:16.515968,9,7.199999999999999
8,17,2022-07-05T14:47:16.515968,9,3.3000000000000003
5,18,2022-07-05T14:47:16.515968,1,3.4000000000000004
6,13,2022-07-05T14:47:16.515968,8,4.4
6,10,2022-07-05T14:47:16.515968,10,4.9
2,15,2022-07-05T14:47:16.515968,9,9.9
3,13,2022-07-05T14:47:16.515968,2,6.8999999999999995
6,18,2022-07-05T14:50:32.063416,6,3.0
2,20,2022-07-05T14:50:32.063416,1,6.2
7,13,2022-07-05T14:50:32.063416,7,3.5999999999999996
9,11,2022-07-05T14:50:32.063416,8,2.5
5,18,2022-07-05T14:50:32.063416,5,6.4
4,14,2022-07-05T14:50:32.063416,9,5.8999999999999995
3,20,2022-07-05T14:50:32.063416,4,1.7000000000000002
3,16,2022-07-05T14:50:32.063416,4,4.6000000000000005
8,14,2022-07-05T14:50:32.063416,8,5.8999999999999995
4,17,2022-07-05T14:50:32.063416,4,6.1
2,16,2022-07-05T14:50:57.122093,7,2.4
10,12,2022-07-05T14:50:57.122093,6,3.5
7,20,2022-07-05T14:50:57.122093,1,9.5
2,14,2022-07-05T14:50:57.122093,5,3.9000000000000004
1,11,2022-07-05T14:50:57.122093,2,7.199999999999999
4,17,2022-07-05T14:50:57.122093,6,7.0
10,16,2022-07-05T14:50:57.122093,7,4.699999999999999
4,15,2022-07-05T14:50:57.122093,10,0.7000000000000001
7,20,2022-07-05T14:50:57.123099,9,1.0
1,16,2022-07-05T14:50:57.123099,4,7.800000000000001
5,13,2022-07-05T14:51:47.264181,1,8.6
6,14,2022-07-05T14:51:47.264181,10,5.2
4,20,2022-07-05T14:51:47.264181,7,5.300000000000001
10,13,2022-07-05T14:51:47.264181,3,7.800000000000001
1,15,2022-07-05T14:51:47.264181,8,3.0
6,12,2022-07-05T14:51:47.264181,1,1.7999999999999998
4,13,2022-07-05T14:51:47.264181,10,9.0
9,14,2022-07-05T14:51:47.264181,2,3.4000000000000004
1,16,2022-07-05T14:51:47.264181,7,7.800000000000001
4,15,2022-07-05T14:51:47.264181,9,9.8
